Id,SalePrice
1461,127848.88310264316
1462,152064.26211911038
1463,193994.43564637378
1464,192194.31127897478
1465,179509.74445132166
1466,182288.72774063065
1467,170182.91538987082
1468,164969.49048459218
1469,186299.116929199
1470,127911.37689729822
1471,192155.3765949692
1472,96364.24021717039
1473,98390.28616163065
1474,146501.7575561835
1475,116177.511850434
1476,383388.1953192812
1477,230066.99246584775
1478,310278.7473170322
1479,331149.1669990597
1480,547435.4376011463
1481,308238.039550374
1482,201562.6511505023
1483,178678.72835473987
1484,164022.95535376226
1485,165672.6463735169
1486,197568.0539526063
1487,338643.39403677214
1488,236882.90284445466
1489,187579.7189977603
1490,258489.02020342628
1491,192594.04950951925
1492,89014.79071718096
1493,170821.18574771725
1494,284703.0461001776
1495,296486.9687931449
1496,247142.90300239593
1497,180730.75921825547
1498,154799.59787689988
1499,155028.5675549569
1500,151019.65207264086
1501,175735.84342045937
1502,143584.89981491337
1503,258438.14543469116
1504,223907.33377412712
1505,231924.89555389574
1506,186564.8531971516
1507,278714.5257271685
1508,209014.54033870823
1509,150778.6643233299
1510,148405.68224386658
1511,147353.48791592818
1512,172694.9402405295
1513,152230.82803625497
1514,151020.59134298656
1515,217810.21187761985
1516,153075.46158230604
1517,158899.54607747405
1518,136901.5864599875
1519,211264.08669588767
1520,130635.4811094552
1521,141863.3866489143
1522,179364.82404379128
1523,115108.43814724668
1524,119897.02411395921
1525,123229.46731818543
1526,123190.19037123784
1527,101856.29691101098
1528,122396.94409669902
1529,141934.63160369336
1530,170579.62166005824
1531,132742.46407550422
1532,101455.65878071543
1533,144645.5770407676
1534,114092.14222109508
1535,161469.72020050357
1536,114445.45961151322
1537,85867.37113471857
1538,124964.25160495048
1539,159485.40461470335
1540,107814.80176053692
1541,141890.38451583555
1542,136969.70686281373
1543,179781.6648692028
1544,84443.08216974072
1545,110618.22688359252
1546,126116.55179952682
1547,139293.3164393703
1548,128223.60815266236
1549,115261.01599966327
1550,149539.83009998247
1551,117124.18687371323
1552,162192.04532945083
1553,133831.26720160263
1554,113709.44340809957
1555,177866.69279148456
1556,79077.69493503642
1557,118505.49355545122
1558,89101.6866707167
1559,95481.83489593647
1560,141537.70116641923
1561,135015.88660199346
1562,124015.72923925979
1563,122518.14812684433
1564,163935.9246872339
1565,152857.97104215538
1566,209902.46169094244
1567,81369.55788878063
1568,210778.81149938417
1569,143014.149478181
1570,130758.0366583386
1571,136206.43557043755
1572,142536.2612862271
1573,236400.0725125691
1574,119088.58690513176
1575,231250.4138029116
1576,248539.04235430408
1577,180591.4962353088
1578,135737.24761795075
1579,151690.4636008979
1580,189598.6017840369
1581,140992.68793266732
1582,123833.6319667002
1583,332831.0690629097
1584,235339.8118067509
1585,150503.41445777545
1586,75239.38936606831
1587,99284.21649038543
1588,138340.7018513943
1589,91035.15464458455
1590,127133.68748634437
1591,99409.2371895348
1592,106142.93141673304
1593,112400.3727343165
1594,131144.08770026616
1595,134419.40518127568
1596,236675.44481542002
1597,165238.51876630457
1598,193710.08218676836
1599,168689.60015290036
1600,183866.82738856197
1601,84304.23991275507
1602,112416.61945579936
1603,71174.60383573928
1604,294056.56049626943
1605,259224.81367657144
1606,171107.2635346605
1607,160830.66160976933
1608,196462.42788004814
1609,181684.5584685838
1610,154504.06764193217
1611,146702.40127209292
1612,203175.37672512664
1613,175178.95001339747
1614,118232.27239534262
1615,87722.76015648057
1616,78023.84029717327
1617,89136.3039764923
1618,121727.44206071309
1619,144114.74664207583
1620,176467.230839488
1621,142815.76469282623
1622,139764.2968622764
