Id,SalePrice
1461,140264.67
1462,166400.62
1463,194318.4
1464,206340.23
1465,188523.48
1466,172042.05
1467,181408.62
1468,165596.73
1469,175613.4
1470,136228.45
1471,185496.62
1472,94152.39
1473,95470.16
1474,147698.48
1475,108516.164
1476,334592.2
1477,250820.55
1478,279550.88
1479,288207.6
1480,484116.12
1481,320884.22
1482,210749.14
1483,175440.66
1484,157773.73
1485,184321.66
1486,196945.27
1487,331706.7
1488,238710.7
1489,208074.05
1490,255260.23
1491,188236.75
1492,85900.63
1493,183233.78
1494,288342.03
1495,274018.38
1496,255386.84
1497,177771.62
1498,171362.98
1499,159704.8
1500,159303.67
1501,183579.4
1502,138486.77
1503,296192.78
1504,240218.86
1505,240128.16
1506,191515.88
1507,257177.64
1508,203503.81
1509,156903.14
1510,149219.92
1511,148044.56
1512,174855.86
1513,145861.81
1514,153194.81
1515,202190.86
1516,151374.52
1517,157966.0
1518,125483.89
1519,222380.58
1520,132151.25
1521,144556.34
1522,177001.06
1523,116841.03
1524,130840.02
1525,123303.96
1526,119092.94
1527,102292.914
1528,126788.71
1529,154086.4
1530,173014.8
1531,94727.914
1532,88098.56
1533,153184.44
1534,114344.44
1535,143865.8
1536,113656.35
1537,79175.15
1538,129390.68
1539,162525.31
1540,91717.41
1541,146392.92
1542,131739.27
1543,192619.11
1544,78763.8
1545,109206.87
1546,140131.5
1547,134211.47
1548,140018.36
1549,112360.81
1550,145364.67
1551,107768.24
1552,156376.86
1553,167852.61
1554,113092.81
1555,168278.33
1556,81641.586
1557,112017.79
1558,93120.46
1559,84188.305
1560,134132.66
1561,126373.195
1562,125612.6
1563,125804.42
1564,168750.48
1565,142717.23
1566,230158.98
1567,73024.47
1568,228260.53
1569,139729.83
1570,135964.45
1571,121565.375
1572,142164.22
1573,235180.89
1574,121547.52
1575,233211.42
1576,254925.0
1577,191249.94
1578,134169.88
1579,148163.77
1580,185552.02
1581,159106.6
1582,132696.94
1583,314092.2
1584,226296.56
1585,144665.3
1586,72156.836
1587,104351.47
1588,150121.17
1589,91551.805
1590,130557.45
1591,94832.23
1592,111347.42
1593,124711.41
1594,151213.78
1595,137531.88
1596,228128.64
1597,180510.19
1598,215720.4
1599,167347.53
1600,163694.94
1601,69700.99
1602,111210.09
1603,67192.36
1604,265905.75
1605,242841.28
1606,173791.05
1607,168812.94
1608,223600.61
1609,184053.61
1610,155861.11
1611,141301.17
1612,176293.0
1613,179183.0
1614,120886.516
1615,86160.39
1616,73330.28
1617,91493.586
1618,129390.19
1619,151104.94
1620,191589.31
1621,138925.4
1622,145274.45
1623,283480.75
1624,223916.66
1625,119883.43
1626,157719.28
1627,199135.16
1628,279346.47
1629,184928.75
1630,386934.97
1631,214869.75
1632,235358.6
1633,175940.62
1634,200267.39
1635,175082.47
1636,156008.64
1637,208631.4
1638,184639.39
1639,186377.75
1640,241187.81
1641,183190.28
1642,237568.8
1643,218739.2
1644,233518.98
1645,205212.23
1646,166744.88
1647,156735.94
1648,126274.53
1649,148560.08
1650,112471.77
1651,119128.945
1652,94693.86
1653,95045.086
1654,140532.86
1655,131149.47
1656,138007.77
1657,147231.58
1658,146649.75
1659,115757.98
1660,158951.6
1661,457954.28
1662,381086.16
1663,370985.6
1664,492147.1
1665,293652.16
1666,338891.9
1667,369925.34
1668,333571.06
1669,304714.66
1670,337691.75
1671,250886.83
1672,439734.6
1673,289504.25
1674,240811.56
1675,199788.77
1676,197386.2
1677,229771.69
1678,487943.8
1679,405669.56
1680,345457.7
1681,242979.58
1682,293776.53
1683,177067.42
1684,165623.27
1685,167127.75
1686,167574.8
1687,168335.78
1688,190162.34
1689,199327.44
1690,194166.88
1691,181222.22
1692,269953.34
1693,172011.86
1694,187935.94
1695,167996.6
1696,283255.38
1697,173407.61
1698,346462.0
1699,307773.06
1700,245651.34
1701,258445.58
1702,238902.45
1703,242484.42
1704,282020.03
1705,229457.02
1706,473128.94
1707,209557.86
1708,209400.84
1709,259470.72
1710,229848.39
1711,277111.5
1712,264492.47
1713,288954.25
1714,222466.06
1715,208216.77
1716,180767.73
1717,164502.3
1718,131076.56
1719,194904.14
1720,232701.11
1721,161714.39
1722,119359.12
1723,157477.45
1724,206746.6
1725,238133.61
1726,184836.19
1727,166797.19
1728,172318.73
1729,166843.48
1730,157382.27
1731,104733.125
1732,134239.77
1733,114450.92
1734,127671.67
1735,127504.61
1736,105525.98
1737,321840.1
1738,236262.19
1739,262263.03
1740,238782.19
1741,200708.67
1742,184788.78
1743,175879.9
1744,301218.6
1745,212987.48
1746,177274.39
1747,216852.39
1748,237926.12
1749,155233.92
1750,133207.67
1751,223595.28
1752,125450.39
1753,136923.33
1754,192901.66
1755,172901.64
1756,119352.516
1757,126904.72
1758,152851.58
1759,162614.31
1760,162407.72
1761,141641.44
1762,192052.86
1763,172011.86
1764,112848.14
1765,151660.77
1766,181418.31
1767,221258.77
1768,152145.48
1769,168821.47
1770,151085.62
1771,116592.03
1772,133573.4
1773,138129.7
1774,146069.1
1775,142820.84
1776,124856.35
1777,111955.1
1778,137998.56
1779,122124.66
1780,170863.62
1781,124859.92
1782,90717.266
1783,151148.61
1784,102643.734
1785,126944.06
1786,149097.45
1787,159466.16
1788,58114.027
