Id,SalePrice
1461,127979.5068928608
1462,148141.82107554562
1463,190519.19773713796
1464,194516.13290939986
1465,180770.83118002664
1466,183666.9891857487
1467,171629.24407946528
1468,166387.53791759748
1469,186890.47909932406
1470,126153.92794790627
1471,190504.71809415225
1472,97478.37393400102
1473,97984.76356016168
1474,149604.52962618723
1475,116873.63830273617
1476,382520.90008640185
1477,231451.00617937004
1478,306504.7143303057
1479,332868.88816623326
1480,519339.23469766276
1481,313756.992290529
1482,200348.11305033247
1483,178039.78232765573
1484,165728.21929360428
1485,169709.3168822985
1486,196096.45189440215
1487,349194.7765385133
1488,238713.5961122834
1489,186541.02236378088
1490,244448.2716696375
1491,192298.82223485922
1492,86472.7354342899
1493,169567.15600938557
1494,289270.5223756128
1495,305593.5027303195
1496,244614.79953941153
1497,182085.64312580682
1498,154412.06348924246
1499,153799.65980721635
1500,152421.58693509625
1501,174282.21284129907
1502,145016.2981898208
1503,254051.1431220104
1504,223094.04944881654
1505,229542.71954172532
1506,184442.64692356647
1507,274093.99006730336
1508,210027.41572201022
1509,150989.67987661806
1510,145256.6728107174
1511,147179.17828590982
1512,170415.7416806161
1513,149126.80235719154
1514,147503.882852781
1515,223377.45720219388
1516,157337.0973201678
1517,159775.74601120537
1518,137259.1057845587
1519,212467.9277230716
1520,130381.03527468682
1521,140618.7349888017
1522,177292.0959803351
1523,116344.37884152454
1524,121728.9759302748
1525,124151.47083430915
1526,121634.35046241972
1527,100068.91774255893
1528,125459.6779596832
1529,142274.8189214283
1530,172445.90909568465
1531,132547.5126617789
1532,100876.5839858625
1533,143939.73309888996
1534,116910.47195342199
1535,161879.59335834178
1536,115277.9227058578
1537,84341.86171747463
1538,120696.22270615064
1539,156923.6391260111
1540,108804.21707941107
1541,138746.19835830625
1542,134315.87042187914
1543,171898.52718158954
1544,82989.69868032465
1545,107869.90416493606
1546,124758.70191150228
1547,135712.0486446149
1548,126106.05089169263
1549,112127.14382387535
1550,146835.5725068506
1551,116652.03523478266
1552,161017.81548960521
1553,141188.7031418566
1554,113146.63360265683
1555,177550.01504920726
1556,82967.45748566589
1557,115667.1593121991
1558,87253.812024319
1559,98609.3128269499
1560,142191.81064474132
1561,136224.94548863498
1562,123477.56955401204
1563,121945.37201572709
1564,164575.92367182518
1565,151954.67394512155
1566,209236.421408426
1567,78270.10217106073
1568,211319.7022754518
1569,146733.4272580614
1570,128609.33262714585
1571,134756.25036674945
1572,142113.95101281535
1573,237275.95438832877
1574,120047.72872584597
1575,223817.8797451752
1576,249113.30364528304
1577,182463.5816219661
1578,135824.90318304408
1579,148768.8819123571
1580,189115.38396235587
1581,143706.58612848003
1582,122066.22268970509
1583,326159.9906409855
1584,237089.07344213812
1585,148445.99928619195
1586,72095.3150167467
1587,99409.61911368454
1588,141510.67726620063
1589,92259.08456134277
1590,128847.58847932781
1591,100139.60822548585
1592,109747.64503018862
1593,114178.28591268696
1594,137540.09449820488
1595,130750.39309787317
1596,228747.7229186879
1597,167246.1188348746
1598,191600.27719938554
1599,163537.4204745982
1600,180782.4431792443
1601,82199.77213802672
1602,108379.5590359324
1603,74212.50907869801
1604,287298.44609278406
1605,255778.14024777288
1606,172896.90892525233
1607,162295.34344982263
1608,196023.12462090937
1609,181433.24771169046
1610,156831.67018108658
1611,145764.93986421882
1612,194053.93765986245
1613,175539.38976316527
1614,121784.54042734715
1615,88400.6358746855
1616,79522.85081254735
1617,89978.33068318572
1618,121152.00450285512
1619,142137.5646473212
1620,176283.3490890018
1621,145097.23950348975
1622,138561.2680698938
1623,283346.3630653549
1624,235857.79707050973
1625,125161.4487364282
1626,172441.36900742515
1627,188473.09849185037
1628,261525.03551137933
1629,173083.90136638627
1630,360151.3578915023
1631,189755.40646081956
1632,232468.73304548347
1633,161470.39117924485
1634,191645.20735277244
1635,181449.13224826282
1636,170192.7960361319
1637,193021.41363222984
1638,196579.55082335213
1639,182642.23941791724
1640,254208.85837826703
1641,186939.8288452394
1642,232489.45190367274
1643,232176.38309596482
1644,220008.16337348058
1645,198579.10195743656
1646,154098.72841946522
1647,164102.3598593885
1648,135444.5554905541
1649,133579.4595616514
1650,120085.71588554453
1651,123685.05515104557
1652,98224.53424757103
1653,97871.57948607749
1654,152969.03261934966
1655,141679.0397857456
1656,147347.02025119352
1657,153380.27287462854
1658,153378.0525598511
1659,118534.11752270094
1660,152200.93693455335
1661,484346.841660391
1662,427024.2563229409
1663,389381.08111934
1664,562135.5508194759
1665,311694.5167664042
1666,333685.8356657145
1667,397143.9105087581
1668,334020.5759024203
1669,300593.34612358676
1670,371650.51518934144
1671,252906.80957931807
1672,439237.6886808693
1673,289105.40515010164
1674,243010.6754456674
1675,196553.95922479976
1676,192418.57795180765
1677,205846.96561686523
1678,490365.44498894934
1679,403723.05465453083
1680,337223.6186449515
1681,243256.31992097182
1682,311451.0793630233
1683,188134.6008923508
1684,177229.5575310398
1685,179207.91127897648
1686,175687.40032859534
1687,165277.69001412735
1688,189993.94580883742
1689,192767.24370984334
1690,189491.0295765402
1691,168166.59022424743
1692,264293.08951338805
1693,162990.98429717397
1694,179947.3581972647
1695,162423.539233951
1696,287345.46198634914
1697,162574.1035517061
1698,384484.3211908948
1699,298884.4241561504
1700,252692.6330989691
1701,273968.1983389711
1702,235388.36045567182
1703,254691.23225465982
1704,276215.64373228414
1705,233489.7382885809
1706,464132.8456923653
1707,214127.91216854032
1708,192593.2473616755
1709,245617.99811938818
1710,219377.57315927173
1711,250600.70997452186
1712,261757.80505977513
1713,293556.7927277271
1714,219271.1111763495
1715,197010.01615757367
1716,176265.20729296672
1717,166468.05933225114
1718,144392.85471507857
1719,208107.9278488787
1720,232483.86685050206
1721,162005.130150237
1722,136800.79685796675
1723,161109.79842469163
1724,208737.3016933887
1725,232599.34574630304
1726,195298.41374225903
1727,176144.21742291728
1728,175867.77215272028
1729,163231.0088171817
1730,159809.69016212193
1731,118756.11564815961
1732,127789.58299100077
1733,122426.57974336206
1734,124588.10132966477
1735,132780.24027930354
1736,115332.97325832429
1737,303898.39679426665
1738,221417.61388498315
1739,280964.1400257542
1740,233489.6961682141
1741,185670.82622462913
1742,174353.4786766328
1743,170457.2142885845
1744,263401.68427314947
1745,202270.00957559154
1746,197138.33697502772
1747,208914.20244833778
1748,224429.23126544684
1749,159535.66111735292
1750,137612.49305519715
1751,217571.29923248896
1752,121693.218075168
1753,154094.59255061037
1754,204351.4902214577
